period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
7/1/2013,7/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,471832.5,0.003898936,0.25822,499000,0.000224499,0.247523391,259.6168911,0.008299792,0.243634723,271.0758377,-0.004326662,0.197255608,2340,0.051685393,0.073394495,2491,0.028488852,-0.036363636,2760,0.007667032,0.184549356,4641,0.074305556,-0.040322581,2,0.1,-0.2,15,0,-16,0.992145295,0.001021869,0.01121856,0.35042735,-0.010920964,0.070152121,0.277095454,0.052095454,0.019651285,0.338819751,-0.056721124,0.090850699,"San Diego, CA",41740,10/16/2024 14:24
8/1/2013,8/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,416250,-0.008928571,0.21002907,432000,-0.026917446,0.200333426,265.6180572,0.009821207,0.265284046,273.3448674,-0.003235262,0.22959619,3499,-0.035290874,-0.027515286,3645,-0.055944056,-0.095982143,4051,-0.05549079,0.105019094,7521,0.070757403,0.072589846,2.1,0.2,0.2,18,3,-12,0.991441638,-0.003520542,0.007688822,0.339525579,-0.027444369,0.044639531,0.299561229,0.032192208,0.038865279,0.308916324,-0.050835036,0.051227832,"San Diego, CA",41740,10/16/2024 14:24
8/1/2013,8/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,321250,0.001771225,0.259803922,333000,-0.007285866,0.329606708,258.76603,0.022549745,0.313294542,274.0679825,0.035871545,0.357327916,194,-0.03,0.366197183,178,-0.212389381,0.017142857,219,0.013888889,0.335365854,335,0.15916955,0.120401338,1.7,0.3,-0.4,13,2,-6,1.001584294,-0.000871561,0.008671161,0.396907216,-0.043092784,0.072963555,0.376119403,0.030098642,0.01491539,0.43258427,0.012230287,0.061155698,"San Diego, CA",41740,10/16/2024 14:24
8/1/2013,8/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,466000,-0.012361378,0.226315789,489000,-0.02004008,0.222805701,264.7244827,0.019673572,0.256072028,269.1719264,-0.007023537,0.206104773,2254,-0.036752137,-0.067824648,2327,-0.065837013,-0.133978415,2619,-0.051086957,0.073360656,4956,0.067873303,0.048001692,2.2,0.2,0.2,18,3,-13,0.987533328,-0.004611967,0.004139658,0.320763088,-0.029664263,0.019687819,0.314366425,0.037270971,0.032277188,0.282767512,-0.056052239,0.037884743,"San Diego, CA",41740,10/16/2024 14:24
8/1/2013,8/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,310000,-0.003215434,0.291666667,319000,-0.003125,0.231660232,274.7252747,0.000986193,0.296617583,287.3058113,0.006852803,0.266881815,972,-0.003076923,0.068131868,1031,0.000970874,0.007820137,1092,-0.071428571,0.222844345,1901,0.064985994,0.141741742,2,0.2,0.2,17,2,-13,0.998960673,-0.00338627,0.014872469,0.374485597,-0.019360557,0.095364718,0.268279853,0.02682327,0.069481054,0.360814743,-0.051806616,0.086132436,"San Diego, CA",41740,10/16/2024 14:24
8/1/2013,8/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,450000,-0.072164948,0.410658307,429000,-0.087039796,0.261764706,234.3909928,-0.055006837,0.214067946,257.8565673,-0.066426992,0.260279163,79,-0.294642857,-0.3828125,109,-0.043859649,-0.258503401,121,-0.116788321,-0.284023669,329,0.064724919,0.031347962,4.2,1.4,1.7,30,-1,-12,0.985482696,0.009386621,0.007444563,0.303797468,-0.044416817,0.045984968,0.212765957,-0.004062522,0.005869406,0.174311927,-0.044986319,-0.063783311,"San Diego, CA",41740,10/16/2024 14:24
9/1/2013,9/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,425000,0.021021021,0.214285714,429000,-0.006944444,0.191666667,267.9277299,0.008695466,0.259970687,270.9568002,-0.008736462,0.236976539,2834,-0.190054301,-0.035726438,3227,-0.114677641,-0.073765786,3550,-0.123673167,0.129494114,7659,0.018348624,0.150691106,2.7,0.6,0.4,22,4,-6,0.986669772,-0.004771865,0.003793758,0.292872265,-0.046653313,-0.009611573,0.292335814,-0.007225414,0.066524516,0.275797955,-0.033118369,0.018048242,"San Diego, CA",41740,10/16/2024 14:24
9/1/2013,9/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,318750,-0.007782101,0.225961538,329000,-0.012012012,0.196363636,266.150806,0.028538429,0.313301829,250.8591065,-0.084682916,0.190113375,154,-0.206185567,0.149253731,207,0.162921348,0.224852071,203,-0.073059361,0.335526316,337,0.005970149,0.170138889,2.2,0.5,0.1,16,3,-9,0.98545015,-0.016134144,0.003899876,0.25974026,-0.137166957,0.065710409,0.448071217,0.071951814,0.173765661,0.347826087,-0.084758183,-0.007203499,"San Diego, CA",41740,10/16/2024 14:24
9/1/2013,9/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,305000,-0.016129032,0.281512605,320000,0.003134796,0.285140562,269.8961938,-0.017577855,0.286950564,272.6666667,-0.05095318,0.251895652,805,-0.1718107,0.095238095,907,-0.120271581,0.054651163,993,-0.090659341,0.340080972,1964,0.033140452,0.242251739,2.4,0.4,0.2,20,3,-6,0.9947491,-0.004211574,0.006443855,0.332919255,-0.041566342,0.011830819,0.265784114,-0.002495739,0.055157928,0.300992282,-0.059822461,0.006806236,"San Diego, CA",41740,10/16/2024 14:24
9/1/2013,9/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,444950,-0.011222222,0.39046875,495000,0.153846154,0.394366197,249.7272727,0.065430329,0.300789962,300.7699425,0.166423433,0.476514716,60,-0.240506329,-0.449541284,97,-0.110091743,-0.291970803,121,0,-0.083333333,347,0.054711246,0.176271186,5.8,1.6,3.1,34,4,4,0.966325199,-0.019157496,-0.002247113,0.216666667,-0.087130802,-0.058562691,0.193083573,-0.019682384,0.006642896,0.144329897,-0.02998203,-0.067348935,"San Diego, CA",41740,10/16/2024 14:24
9/1/2013,9/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,475000,0.019313305,0.202531646,489000,0,0.22265436,267.5207234,0.010562834,0.23789841,272.019334,0.010578397,0.231490404,1815,-0.194764862,-0.07445181,2016,-0.133648474,-0.130284728,2233,-0.147384498,0.054296506,5011,0.011097659,0.115538736,2.8,0.6,0.5,24,6,-5,0.983856209,-0.003677119,0.002130058,0.280440771,-0.040322316,-0.023995741,0.301137498,-0.013228927,0.06961479,0.263392857,-0.019374655,0.023530907,"San Diego, CA",41740,10/16/2024 14:24
10/1/2013,10/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,460000,0.033824025,0.362962963,449000,-0.092929293,0.151577328,268.537415,0.075322739,0.360831495,266.1111111,-0.115233693,0.228520133,88,0.466666667,-0.343283582,99,0.020618557,-0.344370861,123,0.016528926,-0.046511628,345,-0.005763689,0.197916667,3.9,-1.9,1.8,26,-8,1,0.965486745,-0.000838455,-0.014742859,0.227272727,0.010606061,-0.011533243,0.234782609,0.041699035,0.019504831,0.212121212,0.067791315,0.013445715,"San Diego, CA",41740,10/16/2024 14:24
10/1/2013,10/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,285000,-0.105882353,0.117647059,325000,-0.012158055,0.226878067,240,-0.098255596,0.154387211,256.9020344,0.024088932,0.200352609,179,0.162337662,0.251748252,196,-0.053140097,0.048128342,213,0.049261084,0.48951049,357,0.059347181,0.44534413,2,-0.2,0.3,25,9,-3,0.986657079,0.001206929,0.000510865,0.262569832,0.002829573,-0.059108489,0.394957983,-0.053113233,0.022488348,0.387755102,0.039929015,0.050856706,"San Diego, CA",41740,10/16/2024 14:24
10/1/2013,10/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,410000,-0.035294118,0.164772727,425000,-0.009324009,0.137884873,261.6555661,-0.023409909,0.225298826,271.9209115,0.003558174,0.202233924,3081,0.087155963,-0.054327808,3407,0.055779362,-0.122811535,3477,-0.02056338,0.051406108,7578,-0.010575793,0.216372392,2.5,-0.2,0.6,26,4,-1,0.984727307,-0.001942466,-6.27E-05,0.267445635,-0.025426631,-0.041639694,0.308128794,0.01579298,0.051627991,0.2659231,-0.009874855,-0.002614491,"San Diego, CA",41740,10/16/2024 14:24
10/1/2013,10/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,460000,-0.031578947,0.179487179,479000,-0.020449898,0.154495059,260.3159638,-0.026931594,0.211592778,272.6230512,0.002219391,0.197558712,1988,0.095316804,-0.100045269,2199,0.09077381,-0.138997651,2279,0.02060009,0.026114363,5015,0.000798244,0.200909962,2.5,-0.3,0.6,26,2,-2,0.98316699,-0.000689219,0.001210559,0.258551308,-0.021889464,-0.04022642,0.317846461,0.016708963,0.053478645,0.253751705,-0.009641152,0.001206678,"San Diego, CA",41740,10/16/2024 14:24
10/1/2013,10/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,300000,-0.016393443,0.219512195,299900,-0.0628125,0.157915058,267.1232877,-0.010273973,0.247583826,273.1512325,0.001777136,0.208076004,827,0.027329193,0.071243523,913,0.006615215,-0.079637097,862,-0.131923464,0.058968059,1861,-0.052443992,0.225148124,2.3,-0.1,0.3,25,5,-1,0.990104005,-0.004645095,-0.003319512,0.293833132,-0.039086123,-0.054612464,0.288554541,0.022770427,0.058798122,0.274917853,-0.026074429,-0.032541824,"San Diego, CA",41740,10/16/2024 14:24
11/1/2013,11/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,306250,0.020833333,0.178337822,300000,0.000333444,0.164822365,265.941925,-0.004422537,0.195117065,271.5736041,-0.005775659,0.210774638,682,-0.175332527,-0.082099596,761,-0.166484118,-0.082026538,679,-0.212296984,0.088141026,1778,-0.044599678,0.333833458,2.6,0.3,0.8,26,1,1,0.980540546,-0.009563459,-0.012615886,0.205278592,-0.088554539,-0.152729483,0.248031496,-0.040523045,0.061984984,0.270696452,-0.004221401,-0.03449052,"San Diego, CA",41740,10/16/2024 14:24
11/1/2013,11/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,328000,0.150877193,0.150877193,330000,0.015384615,0.180679785,247.2222222,0.030092593,0.158040936,256.0192616,-0.003436223,0.183047127,145,-0.189944134,0,168,-0.142857143,-0.050847458,143,-0.328638498,-0.046666667,330,-0.075630252,0.398305085,2.3,0.3,0.7,20,-5,-8,0.990229391,0.003572311,0.008955727,0.248275862,-0.01429397,-0.04137931,0.381818182,-0.013139801,0.093682589,0.25,-0.137755102,-0.122881356,"San Diego, CA",41740,10/16/2024 14:24
11/1/2013,11/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,457000,-0.006521739,0.154040404,477950,-0.002192067,0.194875,262.195122,0.007218759,0.206755791,268.6252748,-0.014664117,0.145424609,1660,-0.16498994,-0.15821501,1798,-0.182355616,-0.191183086,1640,-0.280386134,-0.089900111,4667,-0.069391825,0.207815735,2.8,0.3,0.8,32,6,4,0.978433982,-0.004733008,-0.003495754,0.204216867,-0.05433444,-0.100549867,0.263124063,-0.054722398,0.036415988,0.224694105,-0.029057601,0.001122355,"San Diego, CA",41740,10/16/2024 14:24
11/1/2013,11/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,415000,0.012195122,0.169014085,429000,0.009411765,0.159772912,262.3093527,0.002498653,0.207187129,268.4882821,-0.012623632,0.154849567,2572,-0.165206102,-0.138647019,2825,-0.170824773,-0.157470922,2560,-0.263733103,-0.0493873,7109,-0.061889681,0.24653691,2.8,0.3,0.9,31,5,4,0.979077953,-0.005649354,-0.005657216,0.204510109,-0.062935526,-0.112636576,0.258967506,-0.049161288,0.042414814,0.238230088,-0.027693011,-0.01080063,"San Diego, CA",41740,10/16/2024 14:24
11/1/2013,11/30/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,425000,-0.076086957,0.28983308,474950,0.0577951,0.158731166,263.4566863,-0.018920003,0.330295724,256.9012821,-0.034608961,0.09061865,85,-0.034090909,-0.325396825,98,-0.01010101,-0.216,98,-0.203252033,-0.162393162,334,-0.031884058,0.237037037,3.9,0,1.8,36,10,11,0.961054165,-0.004432579,-0.022046694,0.129411765,-0.097860963,-0.172175537,0.176646707,-0.058135902,-0.001131071,0.214285714,0.002164502,0.062285714,"San Diego, CA",41740,10/16/2024 14:24
12/1/2013,12/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,410000,-0.035294118,0.138888889,438500,-0.076744921,0.156992084,223.880597,-0.15021858,0.068309903,262.7185242,0.022643881,0.189805447,87,0.023529412,-0.345864662,83,-0.153061224,-0.3515625,54,-0.448979592,-0.406593407,285,-0.146706587,0.17768595,3.3,-0.6,1.5,47,11,16,0.955906361,-0.005147805,-0.015596517,0.16091954,0.031507776,-0.087200761,0.122807018,-0.053839689,-0.013556619,0.084337349,-0.129948365,-0.056287651,"San Diego, CA",41740,10/16/2024 14:24
12/1/2013,12/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,470000,0.028446389,0.160637116,479000,0.002196883,0.200501253,260.7555089,-0.005490617,0.193832612,268.2615638,-0.001353972,0.169620418,1709,0.029518072,-0.200654818,1584,-0.119021135,-0.191011236,1190,-0.274390244,-0.105935387,4158,-0.109063638,0.218997361,2.4,-0.4,0.8,35,3,7,0.975750823,-0.002683159,-0.007802962,0.215330603,0.011113735,-0.09290139,0.19023569,-0.072888372,0.025767792,0.179924242,-0.044769862,-0.019258597,"San Diego, CA",41740,10/16/2024 14:24
12/1/2013,12/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,415500,0.001204819,0.138356164,425000,-0.009324009,0.164383562,259.2455621,-0.011680066,0.185318572,268.0486457,-0.001637451,0.176389041,2677,0.040824261,-0.168891649,2456,-0.130619469,-0.16005472,1849,-0.277734375,-0.076884673,6310,-0.112392742,0.247775361,2.4,-0.4,0.8,34,3,7,0.977495834,-0.001582119,-0.008448707,0.214792678,0.01028257,-0.104362863,0.186212361,-0.072755145,0.020105974,0.179560261,-0.058669828,-0.043079958,"San Diego, CA",41740,10/16/2024 14:24
12/1/2013,12/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,303000,-0.010612245,0.2,318444,0.06148,0.278891566,259.5035778,-0.024209598,0.1677661,267.7279811,-0.014160518,0.175275407,714,0.046920821,-0.097345133,640,-0.159001314,-0.098591549,510,-0.248895434,0.053719008,1600,-0.100112486,0.337792642,2.2,-0.4,0.7,34,8,9,0.982266728,0.001726183,-0.010684352,0.211484594,0.006206001,-0.13870504,0.176875,-0.071156496,0.00965092,0.18125,-0.089446452,-0.083538732,"San Diego, CA",41740,10/16/2024 14:24
12/1/2013,12/31/2013,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,290000,-0.115853659,0.115384615,315000,-0.045454545,0.260504202,252.9154519,0.023028794,0.199389787,268.9548547,0.050525859,0.275356154,167,0.151724138,0.04375,149,-0.113095238,0.1640625,95,-0.335664336,-0.020618557,267,-0.190909091,0.283653846,1.6,-0.7,0.3,25,5,9,0.98620017,-0.004029221,-0.009009586,0.251497006,0.003221144,-0.117252994,0.269662921,-0.11215526,0.038893691,0.22147651,-0.02852349,-0.20821099,"San Diego, CA",41740,10/16/2024 14:24
1/1/2014,1/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,460000,-0.021276596,0.194805195,499900,0.043632568,0.136136364,269.1048035,0.032019629,0.222013044,277.1818182,0.033252078,0.145891315,1259,-0.263311878,-0.243843844,1785,0.126893939,-0.154829545,2265,0.903361345,0.043778802,4390,0.055796056,0.283625731,3.5,1.1,1.4,37,2,7,0.975222223,-0.0005286,-0.009175662,0.193804607,-0.021525996,-0.129919117,0.232118451,0.041882761,0.022469328,0.259943978,0.080019735,-0.002840113,"San Diego, CA",41740,10/16/2024 14:24
1/1/2014,1/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,400000,-0.037304452,0.142857143,440000,0.035294118,0.102756892,267.695148,0.032592982,0.229845825,280.259366,0.045554121,0.153522012,2072,-0.225999253,-0.159432049,2874,0.17019544,-0.112689102,3510,0.898323418,0.065897358,6628,0.050396197,0.312475248,3.2,0.8,1.2,39,5,11,0.975021476,-0.002474358,-0.012608586,0.193050193,-0.021742485,-0.148531957,0.235817743,0.049605382,0.029877149,0.267919276,0.088359016,-0.024763651,"San Diego, CA",41740,10/16/2024 14:24
1/1/2014,1/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,408750,-0.00304878,0.135416667,449999.5,0.026224629,0.097559756,266.7651565,0.191551032,0.278102242,265.6794425,0.011270306,0.093081135,64,-0.264367816,-0.247058824,79,-0.048192771,-0.307017544,94,0.740740741,-0.235772358,265,-0.070175439,0.081632653,4.1,0.8,1.2,41,-6,18,0.96249421,0.00658785,-0.035677734,0.171875,0.01095546,-0.181066176,0.2,0.077192982,-0.016326531,0.227848101,0.143510752,-0.000222074,"San Diego, CA",41740,10/16/2024 14:24
1/1/2014,1/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,316250,0.090517241,0.290816327,325000,0.031746032,0.140350877,243.511688,-0.037181453,0.176006843,270.2702703,0.004890842,0.20997921,124,-0.25748503,0.008130081,172,0.154362416,-0.07027027,227,1.389473684,0.427672956,311,0.164794007,0.611398964,2.5,0.9,0.9,37,12,18,0.971281796,-0.014918374,-0.012467529,0.201612903,-0.049884103,-0.099200105,0.363344051,0.09368113,0.093914,0.337209302,0.115732792,-0.041169076,"San Diego, CA",41740,10/16/2024 14:24
1/1/2014,1/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,300000,-0.00990099,0.276595745,325000,0.020587607,0.086956522,271.1213518,0.044769225,0.267284495,297.2567767,0.110294021,0.187748583,625,-0.12464986,0.055743243,838,0.309375,0.012077295,924,0.811764706,0.098692033,1662,0.03875,0.394295302,2.7,0.5,0.7,42,8,19,0.976623075,-0.005643653,-0.019422188,0.192,-0.019484594,-0.206648649,0.230445247,0.053570247,0.042525784,0.274463007,0.093213007,-0.084232645,"San Diego, CA",41740,10/16/2024 14:24
2/1/2014,2/28/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,299250,-0.053754941,0.06875,365000,0.123076923,0.144559423,238.9325325,-0.018804664,0.171105934,280.9609776,0.039555617,0.162011208,136,0.096774194,0.123966942,185,0.075581395,0.069364162,242,0.066079295,0.415204678,368,0.183279743,0.906735751,2.7,0.2,1.1,27,-10,9,0.983717463,0.012435667,-0.014719401,0.220588235,0.018975332,-0.11825474,0.230978261,-0.132365791,0.049631111,0.421621622,0.084412319,-0.02924543,"San Diego, CA",41740,10/16/2024 14:24
2/1/2014,2/28/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,440000,0.076452599,0.294117647,492200,0.093778993,0.094020894,272.0565518,0.019835407,0.20914023,252.7790903,-0.04855608,0.079836909,57,-0.109375,-0.2875,88,0.113924051,-0.323076923,110,0.170212766,0.009174312,263,-0.00754717,0.158590308,4.6,0.5,1.8,59,18,20,0.97925762,0.01676341,-0.008284802,0.245614035,0.073739035,-0.029385965,0.159695817,-0.040304183,0.001105509,0.238636364,0.010788262,-0.007517483,"San Diego, CA",41740,10/16/2024 14:24
2/1/2014,2/28/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,465000,0.010869565,0.165413534,519000,0.038207642,0.128506197,269.0927774,-4.47E-05,0.212461687,278.8193059,0.00590763,0.112435753,1373,0.090548054,-0.156633907,1979,0.108683473,-0.112556054,2101,-0.072406181,-0.014540338,4465,0.017084282,0.297210924,3.3,-0.2,1.2,38,1,10,0.977003037,0.001780814,-0.011364249,0.200291333,0.006486726,-0.121575989,0.230011198,-0.002107253,0.037390629,0.305204649,0.045260671,0.012379537,"San Diego, CA",41740,10/16/2024 14:24
2/1/2014,2/28/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,410000,0.025,0.162296244,450000,0.022727273,0.097828739,266.6070364,-0.004064742,0.198907828,283.097131,0.010125496,0.133794349,2202,0.062741313,-0.119904077,3080,0.071677105,-0.102564103,3316,-0.055270655,0.02062173,6777,0.022480386,0.340387658,3.1,-0.1,1.1,36,-3,10,0.978857681,0.003836206,-0.013418983,0.204813806,0.011763613,-0.144107058,0.218975948,-0.016841795,0.037211708,0.31525974,0.047340464,-0.0002997,"San Diego, CA",41740,10/16/2024 14:24
2/1/2014,2/28/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,300000,0,0.224489796,339000,0.043076923,0.133779264,264.4868664,-0.024470538,0.165298017,299.2769855,0.006796174,0.197833902,636,0.0176,-0.054977712,828,-0.011933174,-0.08,863,-0.066017316,0.031063321,1681,0.01143201,0.407872697,2.6,-0.1,0.8,32,-10,13,0.981789371,0.005166296,-0.019412625,0.20754717,0.01554717,-0.217415683,0.199286139,-0.031159107,0.042669724,0.323671498,0.04920849,-0.031884058,"San Diego, CA",41740,10/16/2024 14:24
3/1/2014,3/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Condo/Co-op,3,305000,0.016666667,0.063088184,349500,0.030973451,0.142156863,276.6570605,0.046014361,0.121525161,307.1833648,0.026418267,0.141162255,701,0.102201258,-0.195177956,936,0.130434783,-0.122774133,1063,0.23174971,0.115424974,1799,0.070196312,0.479440789,2.6,0,1.2,25,-7,9,0.982874965,0.001085594,-0.016660277,0.241084165,0.033536996,-0.13549448,0.209560867,0.010274728,0.041797709,0.356837607,0.033166109,-0.030228935,"San Diego, CA",41740,10/16/2024 14:24
3/1/2014,3/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,480000,0.032258065,0.134751773,519900,0.001734104,0.083125,271.0280374,0.007191795,0.156074766,283.8360593,0.017992848,0.120364001,1764,0.284777859,-0.185971389,2278,0.151086407,-0.225170068,2513,0.196097097,-0.024456522,4693,0.05106383,0.366627839,2.7,-0.6,1.1,26,-12,5,0.979441354,0.002438317,-0.008181625,0.240362812,0.040071479,-0.090509362,0.258043895,0.028032697,0.047211047,0.30333626,-0.001868389,-0.034078706,"San Diego, CA",41740,10/16/2024 14:24
3/1/2014,3/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,All Residential,-1,425000,0.036585366,0.118421053,465000,0.033333333,0.081646895,271.6483516,0.018909161,0.152163698,288.5939036,0.019416561,0.124526111,2699,0.225703906,-0.186067551,3557,0.15487013,-0.179469435,3931,0.185464415,0.025299948,7114,0.049727018,0.39846668,2.6,-0.5,1.1,25,-11,5,0.98007747,0.001219789,-0.010627683,0.235272323,0.030458517,-0.104594987,0.246556087,0.027580139,0.04997657,0.321057071,0.00579733,-0.02934662,"San Diego, CA",41740,10/16/2024 14:24
3/1/2014,3/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,291391,-0.026262322,-0.072003185,359900,-0.013972603,0.050956344,262.755102,0.099704169,0.09480256,290.1998097,0.032882972,0.172397192,159,0.169117647,0.019230769,250,0.351351351,0.302083333,245,0.012396694,0.331521739,360,-0.02173913,0.747572816,2.3,-0.4,1,19,-8,6,0.981501223,-0.00221624,-0.015782414,0.201257862,-0.019330374,-0.151306241,0.366666667,0.135688406,0.128802589,0.388,-0.033621622,-0.085958333,"San Diego, CA",41740,10/16/2024 14:24
3/1/2014,3/31/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,397000,-0.097727273,0.046113307,492500,0.000609508,-0.061726043,239.2127605,-0.120724133,0.094858404,255.4206418,0.01045004,-0.158944455,75,0.315789474,-0.385245902,93,0.056818182,-0.316176471,110,0,-0.090909091,262,-0.003802281,0.134199134,3.5,-1.1,1.6,21,-38,-10,0.965873322,-0.013384298,-0.007999136,0.133333333,-0.112280702,-0.087978142,0.152671756,-0.007024062,0.031459635,0.215053763,-0.0235826,0.045936116,"San Diego, CA",41740,10/16/2024 14:24
4/1/2014,4/30/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Multi-Family (2-4 Unit),4,477500,0.202770781,0.104046243,499000,0.01319797,0.063965885,242.2003284,0.012489166,-0.102864983,274.4027778,0.074317157,0.070313088,92,0.226666667,-0.041666667,116,0.247311828,-0.079365079,116,0.054545455,-0.177304965,252,-0.038167939,0.008,2.7,-0.8,0.1,26,5,1,0.963733077,-0.002140245,-0.015599232,0.152173913,0.01884058,-0.170742754,0.21031746,0.057645705,0.00631746,0.215517241,0.000463478,-0.054324028,"San Diego, CA",41740,10/16/2024 14:24
4/1/2014,4/30/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Townhouse,13,347500,0.192555707,0.103174603,346044.5,-0.038498194,0.153481667,273.6490349,0.041460405,0.131575739,283.0625904,-0.024594156,0.14880834,220,0.383647799,0.301775148,250,0,0.184834123,254,0.036734694,0.192488263,368,0.022222222,0.635555556,1.7,-0.6,0.4,17,-2,5,0.982114774,0.00061355,-0.018341875,0.195454545,-0.005803316,-0.189160839,0.39673913,0.030072464,0.174516908,0.372,-0.016,-0.120890995,"San Diego, CA",41740,10/16/2024 14:24
4/1/2014,4/30/2014,30,metro,-2,41740,f,"San Diego, CA metro area",,,CA,Single Family Residential,6,479000,-0.002083333,0.091116173,539000,0.036737834,0.080160321,273.9361702,0.010730007,0.141843972,286.0465116,0.007787778,0.10388767,2035,0.153628118,-0.071200365,2440,0.071115013,-0.047619048,2697,0.07321926,0.022753129,4770,0.016407415,0.334265734,2.3,-0.4,0.7,30,4,13,0.977880515,-0.001560839,-0.013099822,0.204914005,-0.035448807,-0.144698044,0.284067086,0.026023191,0.072318834,0.295491803,-0.007844457,-0.093657299,"San Diego, CA",41740,10/16/2024 14:24
